firma,street,plz,city,country,country_code,local_number,long_number_flag
Café Erste Sahne,Bramstraße 31,49090,Osnabrück / Haste,DE,49.0,1747461280,Yes
"Café Friedrichstadt, Inhaber: Albrecht & Jörg GbR",Friedrichstraße 38-42,1067,Dresden,DE,49.0,1725583002,No
"Café Bistro Popcorn, Inhaber: Martin Schöllhorn",Einsteinstr. 2,88453,Erolzheim,DE,49.0,8239479160,No
Rock-Café Salzgitter,Am Schölkegraben 36,38226,Salzgitter,DE,49.0,172177167849,Yes
"Café Anna, Inh. Benno Brecht",Hopfenbergstr. 3,32469,Petershagen,DE,49.0,1765670981,Yes
Käskoung Stub’n,Poppenreuther Straße 6,90419,Nürnberg,DE,49.0,1786551593,No
Damgartener Catering & Partyservice,Stralsunder Str. 16,18311,Ribnitz-Damgarten,DE,49.0,1767102866,Yes
"Fleischerei und Partyservice Rennschuh, Inh. Otto Rennschuh",Harzstrasse 5,37445,Walkenried,DE,49.0,1752129555,No
Pegas Catering- & Veranstaltungsservice Alexander Bischoff,Echterdinger Str. 57 Bau 20,70794,Stuttgart-Filderstadt,DE,49.0,1704873767,Yes
geschmacksArt im Golfclub Isernhagen UG (Haftungsbeschränkt),Gut Lohne 22,30916,Isernhagen,DE,49.0,11609096239,No
Michael Eberhardt Catering GmbH,Derken 11,42327,Wuppertal,DE,49.0,1703956669,Yes
Grill & Partyservice Karl Peters,Buchenstraße 25,49808,Lingen (Ems),DE,49.0,1744891637,Yes
"Heinz Frühstücks-Service, Inhaberin: Andrea Brückner",Morsumer Straße 4,28277,Bremen,DE,49.0,1605539060,Yes
Fleischerei & Partyservice Schwella GbR,Markt 14,3185,Peitz,DE,49.0,1737904898,No
Zur Alten Ziegelei,Burgholzstr. 45,70376,Stuttgart-Münster,DE,49.0,17486808930001049,Yes
Gasthaus Waldwinkel Inhaberin: Krystyna Mudlaff,Debstedter Straße 46,27619,Wehden,DE,49.0,1608108262,No
"Kolpinghaus Höntrop, Inhaber: Sascha Vincon",Wattenscheider Hellweg,76,Bochum,DE,49.0,400188150503,Yes
"Restaurant Am Ankerplatz, Melanie Hein & Birgit Giese GbR",Fischerkai 1,25761,Büsum,DE,49.0,381799597885,Yes
"Gaststätte - Gästehaus Balzer, Inh. Carmen Schwartz",Inh. Carmen Schwartz 49,35043,Marburg - Schröck,DE,49.0,1797516879,Yes
Landhaus Ohnesorg,Jupiterstraße 7,87484,Nesselwang,DE,49.0,9732080176,No
"Ristorante Paganini, Inhaber: Domenico Giorgi",Langestraße 92,76530,Baden-Baden,DE,49.0,1761593286,No
"Zur Hermsdorfer Mühle, Inh. Caterina Krasselt",Hermsdorfer Straße 21,4654,Frohburg / OT Frauendorf,DE,49.0,1793269303,No
"Restaurant Weserterrassen, Inh. Prof. Dr. Klaus Hübotter",Weserblick 6,28832,Achim,DE,49.0,1717800155882001336,Yes
Restaurant El Greco,Königsberger Str. 1,55765,Birkenfeld,DE,49.0,1729708212,Yes
"Treffpunkt Kaiserhafen e. K., Inhaber: Martin Benecke",Franziusstraße 92 (Alter Bananenpier),27568,Bremerhaven,DE,49.0,1744357877,No
"Schreberklause Karlsruhe, Inhaber: Argirios Giannikis",Im Breitbarts-Brüchle (Gewann) 1,76227,Karlsruhe,DE,49.0,1798314656,No
Familien-Restaurant Koller,Perlesreuter Strasse 5,94160,Ringelai,DE,49.0,7947547173,No
Salzstangerlheuriger,Badener Straße 11,2544,Leobersdorf,DE,49.0,1746599330,Yes
Shan Dong,Lutherstr. 1,34117,Kassel,DE,49.0,1799958323,No
"Internationale Angelgeräte, Inhaber: Frank Tetzlaff",Zeppelinstraße 3,6130,Halle,DE,49.0,4554601152,No
Rush Hour Strip Club,Trautenaustr. 23,10717,Berlin,DE,49.0,1756275629,No
Eventagentur Events & Verleih Anna Filimonova,Oberheidter Str. 65,42349,Wuppertal,DE,49.0,1785116376,No
Märchenwald Sambachshof,Sambachshof 1,97631,Bad Königshofen,DE,49.0,1605275403,No
Amperpark GmbH,Siedlerstraße 17,82275,Emmering,DE,49.0,1181037,No
Kling Automaten GmbH,Ziegeleistrasse 26,88255,Baindt,DE,49.0,1723376589,No
Bobbolino Kinderwelt Düsseldorf Rath,Bochumer Straße 89,40472,Düsseldorf,DE,49.0,1757604319,No
KINDERWELT REGENBOGEN GmbH,Daimlerstraße 9,63165,Mühlheim am Main,DE,49.0,17000893845760,Yes
"Reit- und Kutschtouristik Rainer Ortlepp, Inhaber Rainer Ortlepp",Friedrichstr. 19/21,99894,Friedrichroda,DE,49.0,411734938488,Yes
Modellbau Großrinderfeld,Unteres Tor 8,97950,Großrinderfeld,DE,49.0,1781782228,Yes
Reitanlage Hof Timm,Friedrich-Ebert-Str. 110,22848,Norderstedt,DE,49.0,1524306621,No
Ponyhof Mormann,Herkentrup 8,48329,Havixbeck,DE,49.0,1523720910,Yes
"Ausbildungsstall Jochen Leicht, Inhaber: Jochen Leicht",Eisendorferstraße 21,85567,Grafing,DE,49.0,1524588703,No
Dressurausbildungsstall Wieger de Boer,Niendorfer Straße 26,22848,Norderstedt,DE,49.0,1731750547,No
Reiterhof Marten,Kalberkamp 18,31863,Coppenbrügge / Diedersen,DE,49.0,1730079372,No
"Reitstall Heckel, Henry und Hardy Heckel",Reichenbacher Straße 31b,8485,Lengenfeld,DE,49.0,1759703690,No
AQUASPORT Ulfers,In den Schneckengärten 5,74343,Sachsenheim,DE,49.0,1781862827,No
"Injoy Annaberg, Fritz & Auermann GbR",Karlsplatz 2,9456,Annaberg-Buchholz,DE,49.0,1725830261,Yes
Ballettschule Freese-Baus,Bernwardstr. 11,31134,Hildesheim,DE,49.0,7907849176,No
efa GmbH & Co. KG,Römerweg 14,78727,Oberndorf a.N.,DE,49.0,1770188730,No
Taucher Knoth (Nachf.) GmbH & Co. KG,Roßweg 6 - 8,20457,Hamburg,DE,49.0,1704229955,No
"Kanuverleih Paddel-Paul, Tobias Schnuchel",Dorfstraße 1,17252,Roggentin (Ortsteil Schillersdorf),DE,49.0,1524956559,No
Kurt Arens GmbH,Beethovenstrasse 33,66111,Saarbrücken,DE,49.0,1721367158,No
Kredit-Markt,81737,München,Bayern,DE,49.0,1706006665,No
huber-recht.com,Möslestraße 1,79117,Freiburg,DE,49.0,160016230011756702421,Yes
Wagler Fachanwälte,Kronachallee 8,96317,Kronach,DE,49.0,1741082559,Yes
Hornberg Pflege GmbH,Dornberger Str. 517,33619,Bielefeld,DE,49.0,1750858319,Yes
Sachverständigenbüro Blum - Immowert,Krummer Weg 35,72762,Reutlingen,DE,49.0,1731325900,No
Ingenieur- & Sachverständigenbüro Dipl.-Ing. Dirk Jaegermann,Sigmaringer Strasse 36,70567,Stuttgart,DE,49.0,1729162631,No
"Kfz-Sachverständigenbüro Rolf Dieter Dannehl, Inhaber: Herr Rolf Dieter Dannehl",Am Schiffbeker Berg 8,22111,Hamburg-Billstedt,DE,49.0,1526886490,No
Eis Die KFZ-Sachverständigen GmbH,Alsstraße 192,41063,Mönchengladbach,DE,49.0,141724466131,Yes
Dipl. - Ing. Thomas Graul,Steinauerstraße 1,40721,Hilden,DE,49.0,1721664102,No
Architekturbüro Heide Rückheim,Schloss Heuchlingen,74177,Bad Friedrichshall,DE,49.0,1765987139,Yes
"Büro für Kunst- und Hausratschätzung, Inh. Dr. Rainer Stüwe",Köhlerwaldweg 2a,69259,Wilhelmsfeld,DE,49.0,1759288859,Yes
Kfz-Sachverständigenbüro Ernst Otto Reh,Lindenstockstraße 1,57299,Burbach-Wahlbach,DE,49.0,3875570179,No
Petra Jendrian Steuerberaterin,Loheide 44,33609,Bielefeld,DE,49.0,1521575776,No
acarius Steuerberatungsgesellschaft mbH,Bohnhof 4,38259,Salzgitter,DE,49.0,1733827293,No
Renaud & Hellenbroich Steuerberater,Maybachstraße 15,74182,Obersulm-Affaltrach,DE,49.0,1733794465,Yes
Dipl.-Volksw. Peter Burkhardt Steuerberater,Poststr. 27,77971,Kippenheim,DE,49.0,152141286849,Yes
Burggraf Steuerberater,Frauentalstraße 12,89407,Dillingen,DE,49.0,1146450175,No
Assekuranzmakler Schönfeld GmbH,Unterwittbacher Straße 25,97892,Kreuzwertheim,DE,49.0,8817710175,No
VSB Versicherungsservice Bantel,Furtbergstr. 106,71665,Vaihingen,DE,49.0,571779066239,Yes
Praxis für Nuklearmedizin Dr. med. Monika Heimann,Kaiserstraße 14,51145,Köln,DE,49.0,2865745173,No
Klinikum Nordfriesland gGmbH,Erichsenweg 16,25813,Husum,DE,49.0,1744733291,Yes
Dr. med. Katharina Schieke,Schiffbauerdamm 6/7,10117,Berlin,DE,49.0,1759961600,Yes
"Residenz Klingberg, Inh. Andrea Wohlgemuth",Gärtnerstraße 85,23684,Scharbeutz-Klingberg,DE,49.0,759473173,No
"Rebo-Heimbetreuungs GmbH, Altenpflegeheim Haus Gloria",Lothringer Str. 21a,44805,Bochum-Gerthe,DE,49.0,1606815220,No
Senioren-Residenz Am Kurpark GmbH,Bahnhofstrasse 7,31542,Bad Nenndorf,DE,49.0,1722388559,No
Senioren- und Therapiezentrum Eichenhof GmbH,Segeberger Straße 48b,23617,Stockelsdorf,DE,49.0,17693289010049,Yes
Altenheim St. Raphael der Barmherzigen Brüder,Forellenweg 3,61462,Königstein,DE,49.0,17352325800050049,Yes
Pflege on Tour Peter Brill,Prenzlauer Allee 211,10405,Berlin,DE,49.0,1708789896,Yes
Pflegezentrum Vitalis GmbH,Hauptstraße 51,37339,Berlingerode,DE,49.0,1794829113,Yes
Alternative Altenhilfe GmbH,Seestr. 65,82211,Breitbrunn,DE,49.0,1765940143,Yes
Cyriakus-Apotheke oHG,Wasserstr. 2,47652,Weeze,DE,49.0,1727314298,No
"Apotheke am Brand, Dr. Klaus Albers e.Kfm.",Am Brand 28,55116,Mainz,DE,49.0,1602231364,No
Sophien-Arzneimittel GmbH,Handwerkerstraße 2a,56070,Koblenz,DE,49.0,476026170,No
"Schwachhausen-Apotheke, Uta Reiner e.K.",Schwachhauser Heerstr. 101,28211,Bremen,DE,49.0,577757177,No
VITRON Spezialwerkstoffe GmbH,Am Naßtal 5,7751,Jena - Maua,DE,49.0,511603035044,Yes
Robert Helwig GmbH,Zum Technologiepark 6,15711,Königs Wusterhausen,DE,49.0,1600603573,Yes
Wiesmaier & Wittmann Dental-Labor OHG,Euckenstraße 17,81369,München,DE,49.0,1744418970,No
"Beiner Medizintechnik, Inhaber: Stephan Beiner",Virchowstr. 7a,76829,Landau,DE,49.0,1778884403,No
Speedy Reha-Technik GmbH,Habichtsweg 7a,33129,Delbrück,DE,49.0,1781666429,No
dantschke Medizintechnik GmbH & Co. KG,Apelsteinallee 3,4416,Markkleeberg,DE,49.0,1748427035,Yes
Dr. K. Hollborn & Söhne GmbH & Co. KG,Brahestr. 13,4347,Leipzig,DE,49.0,1787505936,Yes
Sanitätshaus Orthen GbR,Bertolt-Brecht-Str. 2,9217,Burgstädt,DE,49.0,261740640158,Yes
Boyd Corporation GmbH,Rudolf-Diesel-Straße 17,28857,Syke,DE,49.0,1748840330,No
"Kontaktlinsenstudio FASSUNGSLOS, Inhaber: Jürgen Schroedel",Karl-Marx-Straße 100,12043,Berlin,DE,49.0,400159100027820018168756,Yes
Altstadt-Optik UG,Ahstr. 2-4,45879,Gelsenkirchen,DE,49.0,1605399696,No
"Karl Böhler e.K., Inhaberin: Birgit Buchter",Karlstraße 25,88250,Weingarten,DE,49.0,1795628325,No
Augenärzte Kudamm 54,Kurfürstendamm 54,10707,Berlin-Charlottenburg,DE,49.0,1745146198,No
"Praxis für Ergotherapie lebenswert, Inhaberin: Kerstin Ellinger",Jungfernstieg 16,25704,Meldorf,DE,49.0,15205130030049,Yes
Ergotherapie Julia Sternheimer,Baslerstrasse 78a,79540,Lörrach,DE,49.0,1744475300,No
Praxis für Ergotherapie Elisabeth Kubler,Robert-Koch-Str. 13,77815,Bühl,DE,49.0,1703918081,No
Praxis für Ergotherapie Kathrin Kenzler,Am Margaretenhof 26,19057,Schwerin,DE,49.0,1763343742,No
Erfahre dich – Anna Gabriss-Cordsen,Hollerstraße 33,24782,Büdelsdorf,DE,49.0,1709464008,Yes
Praxis für Ergotherapie Ulla Conrad,Gustav - Staude - Straße 6,6132,Halle / Saale,DE,49.0,1609546526,Yes
Praxis für Ergotherapie Yvonne Robert,Berliner Straße 11,15711,Königs Wusterhausen,DE,49.0,1794115268,No
Bechtold Jennifer Praxis für Ergotherapie,Seestraße 14,78652,Deißlingen,DE,49.0,17970623230049,Yes
Praxis für Ergotherapie Anna Grobe,Karlstraße 10,59755,Arnsberg,DE,49.0,1781424979,No
Praxis für Ergotherapie Sabine Roskopf,Drimbornshof 3,52249,Eschweiler,DE,49.0,7166393172,No
Dr. med. Brigitte Bock,Ostendstraße 229,90482,Nürnberg,DE,49.0,1764673896,No
Hebamme Karen Wende,Greifswalder Weg 23,65931,Frankfurt,DE,49.0,17463211140049,Yes
Logopädische Praxis Al-Rubei,Manfred-von-Richthofen-Str. 10,12101,Berlin,DE,49.0,1794404244,Yes
Institut Lebendige Aromakunde,Hilssteig 40,14163,Berlin,DE,49.0,1720991515,Yes
TRIADE Kunsttherapie im Forum Kreuzberg Günther Fekl,Köpenicker Straße 173,10997,Berlin,DE,49.0,17004351090049,Yes
Naturheilpraxis Ehrenfeld Astrid Winter,Leostraße 31,50823,Köln,DE,49.0,1778855302,No
Naturheilpraxis Christa Kunz,Hagenwiesestr. 18,70599,Stuttgart,DE,49.0,1763490618,Yes
Naturheilpraxis Hartmut Schwarz,Im Amseltal 32,13465,Berlin,DE,49.0,1522839590,No
Gemeinschaftspraxis Hedda und Wolfgang Rühle,Sybelstraße 13,10629,Berlin,DE,49.0,1523280302,No
Naturheilpraxis Heidrun Klink,Gruppenstraße 24,75334,Straubenhardt,DE,49.0,8675098177,No
HÖRKNÖR,Hochstraße 99,42105,Wuppertal,DE,49.0,1781999791,Yes
Hörzentrum Denkert GmbH,Opernstr. 8,34117,Kassel,DE,49.0,1764431222,Yes
Hörgeräte und Augenoptik Bagus GmbH & Co. KG,Bochumer Straße 40,45276,Essen,DE,49.0,1747123165,Yes
"Hörakustik Kufs, Inhaberin: Silvia Kufs",Wilhelm-Külz-Straße 32,4552,Borna,DE,49.0,1727710652,No
Hypnoseinstitut Köln - Hypnosetherapeut Simon Brocher,Brüsseler Str. 31,50674,Köln,DE,49.0,1746311657,Yes
Hypnoseinstitut Bremen - Hypnosetherapeut Ewald Pipper,Am Dillenkamp 2,28777,Bremen,DE,49.0,1703032715,No
Hypnose am See,Bahnhofstr. 31,8280,Kreuzlingen,DE,49.0,1788365682,Yes
Tabeas Pflegedienst GmbH,Lise-Meitner-Straße 6,31515,Wunstorf,DE,49.0,1758160493,Yes
Ambulanter Pflegedienst Käte Brüning GmbH,Am Markt 5,26529,Marienhafe,DE,49.0,1792923654,No
"Ambulanter Pflegedienst SABA VITA, Inhaberin: Samira Babayeva",Seelandstr. 1,23569,Lübeck,DE,49.0,1706464093,Yes
"Beeck - Ambulanter Pflegedienst, Inhaberin: Mandy Beeck",Kastanienweg 4,25727,Frestedt,DE,49.0,1740431203,No
St. Anna-Stift gGmbH,Bruchspitze 1,44803,Bochum,DE,49.0,1608166615,No
Ambulanter Pflegedienst Strempel,Kasseler Strasse 8,34246,Vellmar,DE,49.0,1739205846,Yes
City Sozial GmbH Hauskrankenpflege,Schwarzheider Straße 13,12627,Berlin,DE,49.0,1769394623,No
Pflege & Beatmungswohngemeinschaft GmbH,Am Sengelsberg 10,57319,Bad Berleburg,DE,49.0,1740095489,No
Senioren Pflege- und Behindertenheim Haus Tannenberg GmbH,Haisterbacherstr. 31,64711,Erbach,DE,49.0,1783254909,Yes
Pflegedienst Hirschfeld,Lambertstraße 31,44581,Castrop-Rauxel,DE,49.0,1775532938,No
Kawhom Thaimassage Stuttgart,Augsburger Str. 670,70329,Stuttgart,DE,49.0,1797298208,No
"Göz - Das Auge, c/o Maritim Hotel Dresden",Devrientsstr. 10/12,1067,Dresden,DE,49.0,1720124439,Yes
Klang- und Energiehäusle Weinmann,Marienstr. 17/1,70794,Filderstadt,DE,49.0,1766975145,Yes
"Tukta Thaimassage, Inh. Frau Angkhana Bendig",Forststr. 12,70771,Leinfelden-Echterdingen,DE,49.0,1747792045,Yes
Iris Massagen,Plönzeile 16,12459,Berlin Köpenick,DE,49.0,1786018329,No
Einzig-Nicht-Artig,Rheinstrasse 38,65185,Wiesbaden,DE,49.0,1701121367,No
GEN-IAL GmbH,Heuserweg 13-15,53842,Troisdorf,DE,49.0,1794983712,Yes
Milchkristalle GmbH,Occamstraße 9,80802,München,DE,49.0,1790233737,Yes
NeuroNet® GmbH,Parkstraße 23,66606,St. Wendel,DE,49.0,1791291550,No
Orthopädie-Schuhtechnik Dönau,Kreuzstr. 14c,38300,Wolfenbüttel,DE,49.0,1768958196,Yes
Sanitätshaus Kupfer GmbH & Co. KG,Richard-Köberlin-Str. 1,4720,Döbeln,DE,49.0,825501178,No
"Aulenkamp Orthopädie -Schuhtechnik, Inhaber: Adrian Walkhofer-Liß",Worringer Platz 16,40210,Düsseldorf,DE,49.0,1763033778,No
Orthopädie - Schuhtechnik Ernet,Bergertorwall 6,32052,Herford,DE,49.0,1780964335,No
Orthopädie-Einlagen Reinemer,Köhlstraße 17,65205,Wiesbaden,DE,49.0,1749505873,Yes
Jacob Böhme Orthopädie-Schuhmacher GmbH,Neue Jakobstr. 5,10179,Berlin,DE,49.0,1761518304,No
Sanitätshaus Behm GmbH,Karl-Weysser-Straße 14,76227,Karlsruhe,DE,49.0,4161390176,No
Orthopädieschuhmachermeister Denis Brandt,Oberbaustr. 23,17087,Altentreptow,DE,49.0,300010491700278900055,Yes
reAKTIV Tegernsee,Tegernseerstraße 104,83700,Rottach-Weissach,DE,49.0,1758960013,Yes
BrandesPhysio - Physiotherapie & Osteopathie,Ackerstraße 7,29331,Lachendorf,DE,49.0,1773830636,Yes
Krankengymnastik am Weinberg,Am Weinberg 29,23858,Reinfeld,DE,49.0,1758362278,No
Physiotherapie Praxis Wik · Krankengymnastik · Massage,Flensburger Str. 22,24106,Kiel,DE,49.0,174688946749,Yes
Physiotherapie Annett Giersberg,Physiotherapie Annett Giersberg,6366,Köthen (Anhalt),DE,49.0,1792510425,No
Physiotherapie Daniel Richter,Amsterdamer Str. 8,6128,Halle (Saale),DE,49.0,551524012072,Yes
Physiotherapie Susanne Nicolas,Asbacher Straße 69-73,53545,Linz am Rhein,DE,49.0,175396098849,Yes
Physiotherapie Anke Habermann,Weberstr. 49,39576,Stendal,DE,49.0,1524212731,Yes
Therapeuten-Team auf der Uhlenhorst,Heinrich-Hertz-Straße 90,22085,Hamburg,DE,49.0,1751139871,No
Praxis Beate-Arnhild Gerhard,"Zeppelinstraße 47a, Etage3",14471,Potsdam,DE,49.0,541722862907,Yes
Dr. med. Hannelore Kirstein,Beim Priggenkamp 5,21680,Stade,DE,49.0,1776591271,No
"Inka Domnick Supervision, Coaching, Teamentwicklung",Mariborer Straße 8,35037,Marburg,DE,49.0,1762774353,Yes
"Praxis für Kinder- und Jugendlichen-Psychotherapie, Dr. phil. Helene Timmermann",Sophienallee 24,20257,Hamburg,DE,49.0,1759042159,Yes
Dipl.-Psychologe Wolfgang Beckert,Blumenstr. 11,76467,Bietigheim,DE,49.0,1768576761,No
Radiologie im Kapuzinerkarree,Alter Posthof 14,52062,Aachen,DE,49.0,1707053173,No
BoGeTec GmbH,Haldenstrasse 10,88515,Langenenslingen,DE,49.0,1750326921,No
RehaKlinikum Bad Säckingen GmbH,Bergseestraße 61,79713,Bad Säckingen,DE,49.0,1720835865,No
"Pilates Studio Hamburg, Inhaberin: Christiane Schorpp",Landwehr 11-13,22087,Hamburg,DE,49.0,1748810974,No
Nordseesanatorium Marienhof,Am Golfplatz 9a,25938,Wyk auf Föhr,DE,49.0,791757039329,Yes
Tierheilpraxis Jacqueline Hawighorst,Niermeyersweg 47,49479,Ibbenbüren,DE,49.0,1733639224,Yes
Tierarztpraxis Gabrin,Im Eichberg 1,79802,Dettighofen,DE,49.0,1706768422,Yes
dogsphysio – die Praxis für Hunde-Physiotherapie,Hammerbach 3,83229,Aschau im Chiemgau,DE,49.0,1790727493,No
Tierärztliche Praxis Solveigh von Jordans,Winfriedstr. 56,33098,Paderborn,DE,49.0,10758000525152,Yes
Tierärztliche Praxis für Kleintiere Amelie Ratjen,Georg-Sasse-Str. 16,22949,Ammersbek / Lottbek,DE,49.0,1701931563,Yes
Naturheilpraxis Dörte Hiller,Am Steiger 16,55743,Idar-Oberstein (Göttschied),DE,49.0,1798258038,Yes
Aus Liebe zur Haut Wellness & SPA,Oberamteistraße 1,88348,Bad Saulgau,DE,49.0,3151805170,No
Wellness und Figur GmbH & Co KG,Hackenbühlstr. 10 a,92670,Windischeschenbach,DE,49.0,4747548178,No
Brazilian Body Style,Blarerplatz 2 (Eingang via Strohstraße 14),73728,Esslingen am Neckar,DE,49.0,1744633556,Yes
Saunaclub Chateau,Robert-Bosch-Straße 21,37154,Northeim,DE,49.0,1738394958,No
"Podologie Schauff, Inhaberin: Svitlana Schauff",Hindenburgstr. 47,41352,Korschenbroich,DE,49.0,581759971281,Yes
FKK Paradies,Am Stollberg 49,99085,Erfurt,DE,49.0,4712028174,No
Zahnarztpraxis Ulrich C. Degner,Glarner Straße 57,12205,Berlin,DE,49.0,1741119420,No
Zahnarztpraxis am Goetheplatz,Lindwurmstr. 103,80337,München,DE,49.0,1601089326,No
Zahnarztpraxis Dr. med. dent. Jan Behem,Wandsbeker Marktstraße 115,22041,Hamburg,DE,49.0,1785878739,No
Südtirol Dental Clinic GmbH,Marktstrasse 12,39021,Latsch,DE,49.0,1788371714,No
Zahnarztpraxis Dr. Gericke M. Sc. & Praxisteam,Reichenberger Str. 3,13055,Berlin,DE,49.0,17583100029766,Yes
Münzhandel Thomas Göbel e.K.,Gustav-Nachtigal-Straße 4A,67659,Kaiserslautern,DE,49.0,1772545555,No
Wilhelm Sellschopp GmbH,Rosenstraße 11,20095,Hamburg,DE,49.0,1759625815,Yes
Richter Spielgeräte GmbH,Simsseestraße 29,83112,Frasdorf,DE,49.0,1751060205,No
Hugo Frosch GmbH,Hohenraunauer Str. 20,86480,Aletshausen,DE,49.0,1767748660,Yes
Kunst & Dekor,Karlstrasse 13,88239,Wangen im Allgäu,DE,49.0,517091136100160,Yes
BHS - Bauelemente Handel Service GmbH,Lindahlstraße 4,97070,Würzburg,DE,49.0,1728599259,No
Leitern Wagner – Markus Kläs,Marktstr. 15,66538,Neunkirchen,DE,49.0,1781505694,No
"Heimwerkerbedarf Ritter, Inh. Andy Ritter",Marktstr. 1,8606,Oelsnitz,DE,49.0,174053200189001162,Yes
Dobermann GmbH & Co. KG,Haus Uhlenkotten 8,48159,Münster,DE,49.0,152903211049,Yes
KLP Baumaschinen GmbH,Vorwerkstraße 8,95326,Kulmbach,DE,49.0,1417096664500125,Yes
Paletten-Express Handels-GmbH,Lindenallee 36,63869,Heigenbrücken,DE,49.0,7060869179,No
Econ Werkstattausrüstungs GmbH,Märkerstr. 15,56307,Dernbach,DE,49.0,816,No
Cosilana Naturwäsche GmbH,Bruppenweg 8,72351,Hechingen-Schlatt,DE,49.0,1739772266,No
Transpack GmbH,Blohmstraße 31,21079,Hamburg,DE,49.0,1789825801,Yes
GEBR. RUNDE GmbH,Wendenstraße 440,20537,Hamburg,DE,49.0,1784502398,No
NOA NOA Shop Ulm,Herrenkellergasse 12,89073,Ulm,DE,49.0,1742367747,Yes
SIS-Licht GmbH & Co. KG,Rudolf-Diesel-Strasse 4,97424,Schweinfurt,DE,49.0,1607963971,No
Leuchtenhaus Jung,Düsseldorfer Str. 56,40667,Meerbusch,DE,49.0,1794650798,Yes
we lite Lichtstudio GmbH,Herrngasse 383,84028,Landshut,DE,49.0,1727988041,No
"Kurt Albert Röhr e.K., Inhaber: Eckhard Röhr",Erasmusstr. 18-19,10553,Berlin,DE,49.0,1721110924,No
Giesecke Licht + Design GmbH,Zum See 4,24223,Schwentinental,DE,49.0,1750504882,Yes
LED2WORK GmbH,Stuttgarter Straße 13a,75179,Pforzheim,DE,49.0,1763362636,No
Lichtcompany Kay Hirschmann GmbH,Laubenweg 27,90765,Fürth,DE,49.0,961727153690,Yes
Escale Möbel & Leuchten GmbH,Tannenweg 6,74838,Limbach,DE,49.0,1796150280,No
"Heinrich Welge, Inhaberin: Regina Rosenbaum e.K.",Burgdorferstr. 11-15,31275,Lehrte,DE,49.0,1790662336,No
BNP Brinkmann GmbH & Co. KG,Kreimershoek 11,48477,Hörstel-Bevergern,DE,49.0,7000491521871614,Yes
Boots-Berg,Strelitzer Str. 36,17258,Feldberger Seenlandschaft,DE,49.0,1797043500,No
Segelmacherei Boldt,Körkwitzer Weg 25,18311,Ribnitz-Damgarten,DE,49.0,3461415178,No
Bootshaus Roll,Dorfaue 6-7,15738,Zeuthen,DE,49.0,1754015823,Yes
Bootswerft Krieg GmbH & Co. KG,Jachtstraße 1,77866,Rheinau-Freistett,DE,49.0,1521717257,No
Bootsvermietung Radolfzell,Karl-Wolf-Straße 9,78315,Radolfzell,DE,49.0,1707041760,No
Wümme Kanuvermietung,Schmiedeberg 37,27389,Lauenbrück,DE,49.0,1522895595,No
Barkassenvermietung Rieck,"St. Pauli Landungsbrücken, Brücke 7",20359,Hamburg,DE,49.0,6542769160,No
"bokon, Inhaber: Matthias Gorsky",Südlohner Bergmark 30,49393,Lohne,DE,49.0,1732567023,No
BR Technik Kontor GmbH,Mühlenstraße 12,24986,Mittelangeln OT Satrup,DE,49.0,1775177835,No
LINEABÜRO Mobles Einrichtungs GmbH,Uhlandstraße 190,10623,Berlin - Charlottenburg,DE,49.0,1748177371,No
Acarta GmbH,Milbertshofener Str. 92,80807,München,DE,49.0,1608925793,Yes
Walter Furrer Musterkartenfabrikation,Kunissastraße 13,86911,Diessen,DE,49.0,1527714866,No
PREFORM GmbH,Esbacher Weg 15,91555,Feuchtwangen,DE,49.0,1744882137,Yes
Büro + Objekteinrichtungen Koller GmbH,Häfenweg 22,76287,Rheinstetten,DE,49.0,1789665516,No
Mende Bürotechnik e.K,Bischofsweg 5,1097,Dresden,DE,49.0,1703669439,Yes
Papier- und Bürobedarf Angela Schütze,Bautzner Straße 2,1917,Kamenz,DE,49.0,1759720124,No
Grinbold-Jodag GmbH,Amerdinger Straße 16,89561,Dischingen-Eglingen,DE,49.0,17000579001403,Yes
CamperClean GmbH,Am Halswick 16,46514,Schermbeck,DE,49.0,1731249987,Yes
Demmer - Haus der Geschenke KG,Wirichsbongardstraße 1-3,52062,Aachen,DE,49.0,1795820075,No
Der Wachszieher am Dom Franz Fürst e.K,Thiereckstr. 2,80331,München,DE,49.0,1726095906,No
Akzente im Kaisers vis a vis GmbH,Friedenstraße 13,17424,Seebad Heringsdorf,DE,49.0,22472,No
Agentur für Saisonprodukte Best Season GmbH,Gutenbergstr.1,31157,Sarstedt,DE,49.0,1766933301,Yes
deko-sign gmbh,Am Kugelfang 20,82256,Fürstenfeldbruck,DE,49.0,111798322950,Yes
Tannenhof Jung OHG,Holzhausenerstr. 1,16845,Zernitz-Lohm,DE,49.0,1754765095,Yes
"Rad Ab!, Inhaber: Max Dahlke",Robert Koch Strasse 31,24937,Flensburg,DE,49.0,1737664496,No
Velocelli,Petersburger Straße 91,10247,Berlin,DE,49.0,1730500836,No
Zweiradhaus Maier,Beim Brückentor 5,70839,Gerlingen,DE,49.0,1799080915,Yes
"Dirks Fahrräder & Mehr, Inh. Alexandra Rupprecht",Wettgasse 30,71101,Schönaich,DE,49.0,172687181049,Yes
"Zweiradhütte, Inh. Marcus Krentzel",Sülzburg Str. 162,50937,Köln,DE,49.0,700491526599049,Yes
